"Extension","Description","Category","Format","Programming Language","Program Support"
".lha","File or group of files compressed with LHARC compression; popular compression format on Amiga computers and used by id Software to compress installation files for early games, such as Doom; LHA has been mostly replaced by the .LZH compression format, but is still widely used in Japan.","Compressed Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Corel WinZip, Smith Micro StuffIt Deluxe, 7-Zip, Zipeg, Corel WinZip Mac, Smith Micro StuffIt Deluxe Mac 16, Incredible Bee Archiver, The Unarchiver, Audio Overload, LHa for UNIX"
".zml","XML file that describes the position, state, and associated metadata of objects in a Zooming Space; typically contains information about Zooming Image (.ZIF) Files published on the Zoomorama website.","Misc Files","XML","Not Found","Zoomorama ZoomCreator"
".lng","An LNG file is a language pack file used by Winamp, a music player for Windows and OS X. It contains the text in a specific language for a part of the Winamp interface. LNG files are used for customizing Winamp for different languages and are commonly found within .WLZ language pack plugin files.","Plugin Files","Binary","Not Found","Nullsoft Winamp, Audiograbber, Adobe Acrobat DC, Microsoft Notepad, MAME, ExtraMAME, MacMAME, MAME OS X, AVG Ultimate"
".loc","Standard GPS location format that includes waypoints and related data; may be used to store saved locations and places of interests (POIs); supported by DeLorme Topo and other GPS/mapping programs.","Data Files","N/A","Not Found","DeLorme Topo USA, TopoGrafix EasyGPS, Ubisoft Trackmania — Discontinued, Ubisoft TrackMania 2: Canyon"
".log2","Log file created by the Windows registry during setup; stores trace information created during setup that is not modified again; commonly found under a user's directory or under %SystemRoot%\System32\config\; saved as a hidden file in Windows.","System Files","Binary","Not Found","Microsoft Windows Registry"
".lua","A LUA file contains source code written in Lua, a light-weight programming language designed for extending or adding functionality to software applications. The Lua scripting language syntax is simple but supports a large number of data types and operators.","Developer Files","Text","Lua","File Viewer Plus, Addon Studio for World of Warcraft, Blizzard World of Warcraft Interface AddOn Kit, Microsoft Visual Studio Code, Microsoft Notepad, Notepad++, Roblox Studio, Other text editor, GNU Compiler Collection (GCC), MacroMates TextMate, GNU Emacs, Vim, File Viewer for Android"
".mel","Script file containing code written in the Maya Embedded Language (MEL); developed for Maya 3D modeling and animation software; can be used to create macros and custom actions that speed up repetitive tasks.","Executable Files","N/A","Not Found","Autodesk Maya 2020"
".midi","Standard MIDI (Musical Instrument Digital Interface) file used by MIDI hardware devices as well as music authoring and playback programs; contains music data, such as what notes are played, when they are played, how long each note is held, and the velocity of each note.","Audio Files","Binary","Not Found","Apple QuickTime Player, Microsoft Windows Media Player, Nullsoft Winamp, NoteWorthy Composer, Synthesia, TiMidity++, WildMidi, Amarok, Apple Logic Pro X, File Viewer for Android"
".mkv","An MKV file is a video file saved in the Matroska multimedia container format. It supports several types of audio and video codecs and may include .SRT, .SSA, .USF (Universal Subtitle Format), or VobSub subtitles. MKV files are typically used for storing short video clips, TV shows, and movies.","Video Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Microsoft Movies & TV, CyberLink PowerDVD 20, Nero 2019, DivX Player, Media Player Classic, VideoLAN VLC media player, KMPlayer, MPlayer, Wondershare Video Converter Pro, HandBrake, Roxio Popcorn, Eltima Elmedia Player, ShedWorx Smart Converter, DivX, olimsoft OPlayer, VideoLAN VLC for Mobile, Pentaloop PlayerXtreme Media Player, Oka Apps Omni Player, File Viewer for Android, BIT LABS Simple MP4 Video Player, Videolabs VLC for Android"
".mmap","Diagram created by Mindjet MindManager, a visual diagramming application; contains a ""mind map,"" which is comprised of objects, connecting lines, text, and other symbols; used for storing captured ideas during the brainstorming and planning processes.","Data Files","Binary","Not Found","Mindjet MindManager, Seavus iMindQ, CS Odessa ConceptDraw MINDMAP, XMind, MatchWare MindView, ProjectWizards Merlin Project"
".mp","File used by MetaPost, a graphics-drawing language used for creating pictures in Encapsulated PostScript (.EPS) files and LaTeX documents (.TEX and .LTX files); may contain basic drawing statements or more advanced instructions for algorithmic drawing.","Vector Image Files","Binary","Not Found","Texmaker, MetaPost Editor and Previewer, MetaGraf — Discontinued, Autodesk Maya PLE"
".msp","File used to update the Windows operating system and other Microsoft programs; typically included with security updates or Microsoft hotfixes; run by the Windows Installer programs Hotfix.exe and Update.exe.","System Files","Binary","Not Found","Microsoft Windows Installer, Microsoft Paint, Corel PaintShop Pro, MAXSIS DBmax, MAXSIS DBfree, Apple AppleWorks, Apple ClarisWorks"
".nth","An NTH file contains a theme used for customizing the look and feel of a Nokia Series 40 mobile phone. It includes background images, icons, ringtones, and other custom options. NTH files are created using the Nokia Series 40 Theme Studio application.","Misc Files","Zip","Not Found","Nokia Series 40 Theme Studio"
".od","File used by Mascopt, a program that allows users to visualize and manipulate mathematical graphs; contains a request for a graph; used to specify data for studying and manipulating a stored graph.","Data Files","Text","Not Found","INRIA/UNSA Mascopt"
".ogv","An OGV file is a video file saved in the Xiph.Org open source Ogg container format. It contains video streams that may use one or more different codecs, such as Theora, Dirac, or Daala. OGV files can be played using a variety of media players.","Video Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, VideoLAN VLC media player, Miro Video Converter, JRiver Media Center, MPUI, Media Player Classic with K-Lite Codec Pack, MPlayer, Totem, VideoLAN VLC for Mobile"
".pae","Compressed and encrypted archive created by PowerArchiver; may be encrypted using one of five encryption algorithms -- Blowfish (128-bit), DES (64-bit), Triple DES (128-bit), AES 128-bit, and AES 256-bit; may require password to open.","Compressed Files","Binary","Not Found","ConeXware PowerArchiver"
".pan","Database file created by Panorama, a data manipulation application; saves data in a structured proprietary format and can be viewed in the form of a spreadsheet in the software; can be filtered, sorted, searched, and saved using the software's highly efficient algorithms.","Database Files","Binary","Pan","ProVUE Development Panorama"
".part","A PART file is a partially downloaded file from the Internet used for downloads that are in progress or have been stopped. Some PART files can be resumed at a later time using the same program that started the download. PART files are typically used by Mozilla Firefox and several file transfer programs, such as Go!Zilla, eMule, and the discontinued eDonkey program.","Misc Files","Text and Binary","Not Found","Mozilla Firefox, Jdownloader, Free Download Manager, Headlight Go!Zilla, Microsoft Skype, zsync"
".patch","File created by Mercurial, a control management developer tool; contains the differences between two different versions of the same text or source file; used by developers that are making changes to different versions of the same file; enables updating of older text files to newer version text files.","Developer Files","Text","Diff","Mercurial"
".pdd","Image created with Adobe PhotoDeluxe, an entry level photo-editing software program that streamlined common editing tasks; replaced by Adobe Photoshop Elements in 2002, which is more similar to Adobe's flagship Photoshop program.","Raster Image Files","Binary","Not Found","Adobe PhotoDeluxe — Discontinued, Adobe Photoshop 2021, Adobe Photoshop Elements 2020, Adobe Illustrator 2021, Adobe InDesign 2020, Canvas X, Medtronic Chronicle software"
".psb","A PSB file is an image file created by Adobe Photoshop, a professional image-editing application. It contains an image that is larger than 30,000 x 30,000 pixels or 2 GB in size. PSB files are nearly identical to .PSD files except that they contain large images, so they are often much larger in size.","Raster Image Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Adobe Photoshop 2021, VideoLAN VLC media player, Any text editor"
